"date","likes"
2014-07-23 11:52:19.000,9
2014-07-23 13:48:28.000,45
2014-07-23 15:18:10.000,13
2014-07-23 16:36:47.000,15
2014-07-23 21:49:52.000,4
2014-07-24 10:38:42.000,23
2014-07-24 11:45:56.000,9
2014-07-24 13:42:56.000,32
2014-07-24 15:16:57.000,31
2014-07-24 16:37:12.000,31
2014-07-24 21:29:55.000,6
2014-07-25 11:08:26.000,21
2014-07-25 12:51:46.000,43
2014-07-25 14:20:13.000,9
2014-07-26 16:55:47.000,17
2014-07-28 11:01:34.000,31
2014-07-28 13:33:42.000,7
2014-07-28 15:01:11.000,13
2014-07-29 13:00:02.000,6
2014-07-29 13:59:14.000,49
2014-07-29 14:39:36.000,22
2014-07-29 16:13:50.000,14
2014-07-30 10:02:41.000,57
2014-07-30 12:59:42.000,24
2014-07-30 14:27:12.000,55
2014-07-31 11:37:04.000,10
2014-07-31 13:45:49.000,56
2014-08-01 13:48:05.000,86
2014-08-01 16:56:54.000,349
2014-08-04 15:44:12.000,19
2014-08-05 09:23:12.000,32
2014-08-05 13:52:19.000,4
2014-08-05 16:09:17.000,8
2014-08-05 17:54:48.000,69
2014-08-06 13:17:28.000,16
2014-08-06 15:44:33.000,32
2014-08-07 10:43:31.000,80
2014-08-07 12:49:29.000,13
2014-08-07 16:35:12.000,37
2014-08-08 12:02:00.000,42
2014-08-08 15:19:55.000,25
2014-08-11 12:08:28.000,36
2014-08-11 13:27:36.000,10
2014-08-11 15:09:00.000,30
2014-08-11 16:34:36.000,8
2014-08-12 10:25:37.000,12
2014-08-12 11:52:54.000,11
2014-08-12 13:20:05.000,22
2014-08-12 15:06:10.000,15
2014-08-12 16:20:38.000,42
2014-08-13 11:41:48.000,10
2014-08-13 13:03:53.000,37
2014-08-13 14:36:48.000,10
2014-08-13 15:47:55.000,12
2014-08-13 20:04:34.000,34
2014-08-14 10:41:37.000,22
2014-08-14 12:06:30.000,56
2014-08-14 13:39:08.000,22
2014-08-14 14:52:54.000,7
2014-08-14 15:58:22.000,28
2014-08-14 17:02:32.000,15
2014-08-15 10:06:58.000,35
2014-08-15 11:58:29.000,14
2014-08-15 13:19:39.000,111
2014-08-15 14:38:26.000,36
2014-08-16 15:34:41.000,22
2014-08-17 17:30:46.000,21
2014-08-18 10:21:10.000,40
2014-08-18 11:47:54.000,16
2014-08-18 13:15:00.000,57
2014-08-18 14:52:27.000,30
2014-08-18 16:34:25.000,11
2014-08-18 20:43:30.000,7
2014-08-19 11:36:42.000,20
2014-08-19 13:24:55.000,6
2014-08-19 14:49:42.000,21
2014-08-19 15:58:00.000,6
2014-08-19 21:06:00.000,11
2014-08-20 11:26:24.000,14
2014-08-20 12:54:59.000,18
2014-08-20 14:29:21.000,10
2014-08-20 17:03:00.000,10
2014-08-20 17:55:53.000,5
2014-08-20 21:13:54.000,6
2014-08-21 11:47:04.000,57
2014-08-21 13:30:46.000,8
2014-08-21 14:59:10.000,20
2014-08-21 16:22:48.000,7
2014-08-22 11:12:35.000,86
2014-08-22 12:26:01.000,8
2014-08-22 14:03:41.000,40
2014-08-22 15:59:56.000,14
2014-08-23 11:19:39.000,5
2014-08-23 17:25:18.000,8
2014-08-25 12:04:14.000,77
2014-08-25 13:35:52.000,17
2014-08-25 14:46:37.000,28
2014-08-25 15:48:45.000,64
2014-08-25 16:52:28.000,8
2014-08-25 18:09:29.000,141
2014-08-26 12:04:32.000,6
2014-08-26 13:33:57.000,7
2014-08-26 15:16:14.000,25
2014-08-26 16:30:06.000,8
2014-08-27 12:48:18.000,87
2014-08-27 14:05:32.000,8
2014-08-27 15:14:21.000,25
2014-08-27 16:24:09.000,8
2014-08-27 17:26:05.000,13
2014-08-28 11:20:47.000,72
2014-08-28 12:30:14.000,5
2014-08-28 13:45:21.000,5
2014-08-28 14:57:23.000,31
2014-08-28 16:07:32.000,116
2014-08-28 17:40:58.000,7
2014-08-29 11:43:35.000,186
2014-08-29 13:38:40.000,11
2014-08-29 15:11:41.000,5
2014-08-29 16:24:48.000,22
2014-08-29 18:13:28.000,15
2014-08-30 18:54:43.000,6
2014-09-01 10:38:15.000,63
2014-09-01 12:10:00.000,8
2014-09-01 13:25:40.000,13
2014-09-01 15:08:15.000,14
2014-09-01 16:37:24.000,52
2014-09-01 17:38:55.000,2
2014-09-01 21:22:22.000,4
2014-09-02 11:03:02.000,38
2014-09-02 12:40:07.000,55
2014-09-02 14:06:32.000,8
2014-09-02 15:23:16.000,18
2014-09-02 17:00:55.000,15
2014-09-02 20:21:19.000,17
2014-09-03 10:20:55.000,41
2014-09-03 11:52:00.000,6
2014-09-03 13:16:14.000,94
2014-09-03 14:35:41.000,10
2014-09-03 15:54:54.000,27
2014-09-03 17:08:36.000,8
2014-09-03 21:30:18.000,6
2014-09-04 10:34:19.000,61
2014-09-04 11:49:26.000,7
2014-09-04 13:28:13.000,28
2014-09-04 14:46:40.000,5
2014-09-04 16:28:16.000,57
2014-09-04 17:54:09.000,8
2014-09-05 11:21:25.000,13
2014-09-05 12:33:05.000,245
2014-09-05 14:06:04.000,36
2014-09-05 19:45:58.000,13
2014-09-06 20:14:05.000,14
2014-09-07 12:21:39.000,11
2014-09-07 20:09:39.000,8
2014-09-08 10:38:31.000,26
2014-09-08 11:47:40.000,5
2014-09-08 13:31:39.000,14
2014-09-08 14:46:46.000,25
2014-09-08 16:16:31.000,20
2014-09-08 17:15:04.000,13
2014-09-08 20:29:48.000,74
2014-09-09 11:31:19.000,18
2014-09-09 13:18:20.000,41
2014-09-09 15:05:02.000,7
2014-09-09 16:44:41.000,12
2014-09-09 18:12:34.000,12
2014-09-09 21:37:38.000,7
2014-09-10 10:13:26.000,66
2014-09-10 11:52:31.000,26
2014-09-10 13:28:53.000,46
2014-09-10 14:58:49.000,7
2014-09-10 16:16:12.000,10
2014-09-10 17:36:00.000,13
2014-09-10 21:26:41.000,29
2014-09-11 09:03:06.000,18
2014-09-11 10:03:24.000,25
2014-09-11 11:15:50.000,12
2014-09-11 11:47:15.000,129
2014-09-11 13:00:04.000,14
2014-09-11 13:45:35.000,57
2014-09-11 14:58:28.000,31
2014-09-11 16:20:40.000,10
2014-09-11 17:31:30.000,11
2014-09-12 10:21:50.000,9
2014-09-12 11:49:33.000,22
2014-09-12 13:38:14.000,14
2014-09-12 14:53:29.000,27
2014-09-12 16:02:13.000,46
2014-09-12 17:10:45.000,25
2014-09-13 18:47:04.000,16
2014-09-14 11:28:52.000,21
2014-09-15 11:13:05.000,64
2014-09-15 12:05:51.000,23
2014-09-15 13:35:04.000,74
2014-09-15 14:46:30.000,13
2014-09-15 16:54:04.000,7
2014-09-15 20:22:15.000,25
2014-09-16 10:49:21.000,22
2014-09-16 12:05:00.000,15
2014-09-16 14:18:08.000,48
2014-09-16 15:24:35.000,7
2014-09-16 16:32:41.000,5
2014-09-16 20:28:08.000,6
2014-09-17 11:26:40.000,34
2014-09-17 13:12:51.000,23
2014-09-17 14:40:40.000,13
2014-09-17 16:35:08.000,24
2014-09-17 18:10:44.000,7
2014-09-18 10:50:15.000,5
2014-09-18 12:57:43.000,85
2014-09-18 14:38:23.000,3
2014-09-18 15:58:39.000,31
2014-09-18 17:25:27.000,5
2014-09-18 20:43:28.000,8
2014-09-19 10:52:56.000,41
2014-09-19 12:35:48.000,16
2014-09-19 14:30:39.000,35
2014-09-19 16:16:09.000,46
2014-09-19 17:25:26.000,5
2014-09-20 13:07:50.000,26
2014-09-20 21:01:30.000,13
2014-09-22 10:55:52.000,23
2014-09-22 12:03:06.000,6
2014-09-22 13:53:32.000,15
2014-09-22 14:55:45.000,27
2014-09-22 16:28:29.000,94
2014-09-22 20:20:05.000,56
2014-09-23 10:56:20.000,38
2014-09-23 12:46:14.000,9
2014-09-23 14:19:13.000,78
2014-09-23 16:09:10.000,7
2014-09-23 17:17:32.000,19
2014-09-23 20:21:55.000,12
2014-09-24 10:05:46.000,19
2014-09-24 11:44:16.000,5
2014-09-24 13:32:23.000,19
2014-09-24 15:15:00.000,49
2014-09-24 16:47:55.000,8
2014-09-24 17:46:37.000,30
2014-09-25 10:10:06.000,13
2014-09-25 12:03:21.000,11
2014-09-25 14:13:16.000,53
2014-09-25 16:03:09.000,10
2014-09-25 20:34:42.000,6
2014-09-26 11:46:33.000,24
2014-09-26 13:07:27.000,5
2014-09-26 14:21:32.000,54
2014-09-26 15:33:19.000,12
2014-09-26 16:47:32.000,21
2014-09-27 16:19:47.000,22
2014-09-28 13:52:21.000,14
2014-09-29 12:55:40.000,23
2014-09-29 14:30:14.000,10
2014-09-29 15:50:55.000,9
2014-09-30 11:41:54.000,7
2014-09-30 13:08:21.000,24
2014-09-30 15:03:54.000,280
2014-09-30 17:34:45.000,19
2014-10-01 11:21:51.000,10
2014-10-01 15:15:36.000,33
2014-10-01 16:42:35.000,12
2014-10-01 18:01:14.000,33
2014-10-02 12:55:29.000,27
2014-10-02 14:25:29.000,8
2014-10-02 15:45:08.000,41
2014-10-02 16:50:13.000,16
2014-10-03 11:51:38.000,16
2014-10-03 13:23:16.000,12
2014-10-03 14:34:26.000,11
2014-10-03 16:17:26.000,24
2014-10-06 11:50:29.000,29
2014-10-06 13:30:22.000,38
2014-10-06 15:20:24.000,24
2014-10-06 16:23:07.000,11
2014-10-07 12:00:36.000,4
2014-10-07 14:13:26.000,88
2014-10-07 15:35:53.000,22
2014-10-07 17:17:58.000,6
2014-10-08 11:44:45.000,8
2014-10-08 13:01:17.000,12
2014-10-08 13:47:09.000,21
2014-10-08 15:19:34.000,45
2014-10-08 16:48:58.000,20
2014-10-09 11:53:14.000,69
2014-10-09 13:29:44.000,13
2014-10-09 15:02:21.000,23
2014-10-09 16:42:23.000,4
2014-10-10 11:48:52.000,35
2014-10-10 12:50:37.000,10
2014-10-10 14:01:11.000,20
2014-10-10 15:03:31.000,2
2014-10-13 11:41:50.000,36
2014-10-13 13:06:11.000,12
2014-10-14 09:30:53.000,71
2014-10-14 13:46:23.000,23
2014-10-14 15:35:04.000,6
2014-10-15 11:12:23.000,16
2014-10-15 13:26:33.000,81
2014-10-15 15:36:41.000,36
2014-10-16 12:10:02.000,45
2014-10-16 13:17:54.000,5
2014-10-16 14:23:00.000,39
2014-10-16 17:17:38.000,18
2014-10-17 12:11:15.000,47
2014-10-17 16:24:52.000,10
2014-10-20 11:56:46.000,70
2014-10-20 13:26:19.000,9
2014-10-20 14:47:55.000,42
2014-10-20 16:13:46.000,28
2014-10-20 17:32:00.000,30
2014-10-21 11:59:46.000,59
2014-10-21 13:22:34.000,13
2014-10-21 14:26:01.000,38
2014-10-21 16:15:54.000,14
2014-10-22 11:58:26.000,17
2014-10-22 13:36:50.000,9
2014-10-22 15:05:11.000,104
2014-10-22 16:26:00.000,17
2014-10-23 11:43:13.000,82
2014-10-23 13:37:41.000,7
2014-10-23 14:58:14.000,24
2014-10-23 16:26:00.000,18
2014-10-24 11:41:07.000,36
2014-10-24 13:41:40.000,18
2014-10-24 15:48:18.000,28
2014-10-24 17:36:00.000,8
2014-10-27 11:56:59.000,71
2014-10-27 13:16:11.000,38
2014-10-27 14:27:10.000,19
2014-10-27 17:18:26.000,11
2014-10-28 12:04:33.000,115
2014-10-28 13:48:38.000,11
2014-10-28 16:05:42.000,3
2014-10-28 17:12:36.000,10
2014-10-29 10:47:59.000,54
2014-10-29 12:51:59.000,17
2014-10-29 15:12:56.000,30
2014-10-29 17:13:33.000,8
2014-10-30 12:10:33.000,60
2014-10-30 13:41:17.000,16
2014-10-30 15:13:52.000,58
2014-10-30 17:41:01.000,8
2014-10-31 11:43:36.000,43
2014-10-31 13:11:57.000,14
2014-10-31 15:41:12.000,74
2014-10-31 16:48:19.000,57
2014-10-31 17:32:05.000,6
2014-11-05 11:19:23.000,260
2014-11-05 13:29:53.000,17
2014-11-05 15:18:45.000,48
2014-11-05 17:10:01.000,15
2014-11-06 12:03:44.000,13
2014-11-06 14:21:58.000,45
2014-11-06 15:33:46.000,14
2014-11-06 17:02:20.000,9
2014-11-07 11:14:18.000,57
2014-11-07 14:08:30.000,12
2014-11-07 15:51:06.000,126
2014-11-10 10:05:15.000,68
2014-11-10 11:47:14.000,11
2014-11-10 13:30:50.000,47
2014-11-10 14:48:00.000,23
2014-11-10 16:14:01.000,66
2014-11-11 11:26:50.000,6
2014-11-11 13:57:00.000,57
2014-11-11 15:28:00.000,10
2014-11-11 17:02:00.000,12
2014-11-12 11:36:21.000,10
2014-11-12 13:37:43.000,31
2014-11-12 15:29:01.000,11
2014-11-12 16:47:35.000,13
2014-11-13 12:18:29.000,12
2014-11-13 13:42:10.000,11
2014-11-13 15:24:05.000,9
2014-11-13 17:49:53.000,17
2014-11-14 11:44:01.000,47
2014-11-14 13:37:32.000,13
2014-11-14 15:07:54.000,8
2014-11-14 16:38:50.000,31
2014-11-17 11:45:15.000,54
2014-11-17 13:44:37.000,15
2014-11-17 15:33:00.000,42
2014-11-17 17:14:27.000,7
2014-11-18 13:00:46.000,6
2014-11-18 14:48:08.000,44
2014-11-18 16:45:35.000,14
2014-11-18 21:33:16.000,8
2014-11-19 09:41:25.000,19
2014-11-19 11:47:25.000,38
2014-11-19 13:27:00.000,32
2014-11-19 15:06:28.000,10
2014-11-19 16:39:01.000,22
2014-11-20 12:40:25.000,39
2014-11-20 13:57:06.000,110
2014-11-20 15:23:05.000,6
2014-11-20 16:39:05.000,23
2014-11-20 17:45:38.000,31
2014-11-21 11:51:12.000,20
2014-11-21 13:03:55.000,106
2014-11-21 15:43:28.000,3
2014-11-24 12:30:08.000,32
2014-11-24 14:22:49.000,16
2014-11-24 16:18:36.000,3
2014-11-24 18:17:06.000,11
2014-11-25 12:20:47.000,98
2014-11-25 13:54:15.000,4
2014-11-25 15:16:37.000,67
2014-11-25 17:01:06.000,9
2014-11-26 13:45:54.000,9
2014-11-26 15:03:47.000,15
2014-11-26 16:21:25.000,12
2014-11-26 17:41:22.000,16
2014-11-27 12:16:03.000,32
2014-11-27 14:44:34.000,8
2014-11-27 16:19:00.000,13
2014-11-27 17:47:42.000,9
2014-11-28 12:00:09.000,7
2014-11-28 14:04:17.000,83
2014-12-01 13:04:47.000,20
2014-12-01 15:18:33.000,20
2014-12-01 16:33:23.000,37
2014-12-01 17:57:25.000,16
2014-12-02 10:46:11.000,166
2014-12-02 11:42:50.000,6
2014-12-02 14:52:00.000,49
2014-12-02 16:50:08.000,18
2014-12-03 11:11:16.000,50
2014-12-03 12:58:13.000,11
2014-12-03 14:44:00.000,58
2014-12-03 17:02:00.000,4
2014-12-04 12:29:16.000,50
2014-12-04 15:08:23.000,9
2014-12-04 16:39:23.000,25
2014-12-04 18:27:51.000,23
2014-12-05 13:20:01.000,27
2014-12-05 14:35:53.000,29
2014-12-06 12:15:01.000,14
2014-12-07 12:15:00.000,4
2014-12-08 11:48:33.000,38
2014-12-08 14:19:27.000,45
2014-12-08 16:20:49.000,25
2014-12-09 09:57:39.000,8
2014-12-09 12:04:59.000,14
2014-12-09 13:51:09.000,3
2014-12-09 15:25:20.000,16
2014-12-09 17:10:16.000,22
2014-12-10 11:02:16.000,38
2014-12-10 12:01:56.000,21
2014-12-10 14:28:28.000,6
2014-12-10 15:47:24.000,10
2014-12-10 17:31:02.000,75
2014-12-11 10:11:36.000,33
2014-12-11 11:41:17.000,6
2014-12-11 13:01:39.000,174
2014-12-11 14:28:22.000,39
2014-12-11 15:40:44.000,27
2014-12-11 16:54:08.000,10
2014-12-12 09:48:53.000,18
2014-12-12 11:48:59.000,7
2014-12-12 13:20:11.000,24
2014-12-12 14:50:06.000,8
2014-12-12 16:57:01.000,24
2014-12-13 11:25:01.000,11
2014-12-14 11:25:00.000,11
2014-12-15 09:53:34.000,91
2014-12-15 11:52:32.000,18
2014-12-15 13:30:11.000,165
2014-12-15 15:03:43.000,13
2014-12-15 16:44:45.000,13
2014-12-15 18:16:00.000,19
2014-12-15 21:20:05.000,42
2014-12-16 10:26:47.000,107
2014-12-16 12:06:56.000,13
2014-12-16 13:21:33.000,14
2014-12-16 15:07:48.000,6
2014-12-16 16:44:04.000,43
2014-12-16 18:07:17.000,24
2014-12-17 10:01:45.000,92
2014-12-17 11:59:08.000,17
2014-12-17 13:36:48.000,24
2014-12-17 16:01:31.000,79
2014-12-18 10:45:35.000,9
2014-12-18 12:09:12.000,38
2014-12-18 13:25:39.000,9
2014-12-18 15:03:48.000,7
2014-12-18 16:22:54.000,5
2014-12-19 09:43:47.000,68
2014-12-19 11:36:22.000,13
2014-12-19 12:40:04.000,18
2014-12-19 14:14:56.000,6
2014-12-19 15:17:20.000,45
2014-12-19 17:09:05.000,7
2014-12-20 11:30:04.000,24
2014-12-21 11:30:05.000,15
2014-12-22 09:20:00.000,77
2014-12-22 11:56:11.000,33
2014-12-22 13:32:29.000,29
2014-12-22 14:55:31.000,20
2014-12-22 17:27:16.000,7
2014-12-22 19:40:32.000,17
2014-12-23 10:13:34.000,88
2014-12-23 12:01:55.000,8
2014-12-23 13:29:37.000,8
2014-12-23 14:40:06.000,57
2014-12-23 16:26:13.000,10
2014-12-24 12:05:33.000,36
2014-12-24 13:06:53.000,32
2014-12-24 13:51:30.000,40
2014-12-24 16:35:14.000,27
2014-12-24 17:58:29.000,32
2014-12-25 09:41:20.000,40
2014-12-25 11:44:53.000,10
2014-12-25 13:07:32.000,12
2014-12-25 14:51:14.000,134
2014-12-25 16:30:56.000,11
2014-12-26 09:20:44.000,82
2014-12-26 12:24:01.000,5
2014-12-26 13:27:39.000,44
2014-12-26 15:00:31.000,22
2014-12-26 17:39:37.000,8
2014-12-27 12:20:02.000,4
2014-12-28 12:25:00.000,24
2014-12-29 09:35:43.000,34
2014-12-29 11:15:08.000,33
2014-12-29 13:34:14.000,9
2014-12-29 14:57:16.000,17
2014-12-29 16:30:04.000,59
2014-12-29 18:09:11.000,41
2014-12-30 11:40:00.000,46
2014-12-30 13:11:23.000,8
2014-12-30 16:30:42.000,12
2014-12-31 13:26:00.000,15
2014-12-31 20:59:04.000,89
2015-01-12 09:28:49.000,13
2015-01-12 11:27:31.000,95
2015-01-12 12:39:21.000,27
2015-01-12 13:52:38.000,15
2015-01-12 16:08:38.000,102
2015-01-12 17:43:04.000,14
2015-01-13 10:56:06.000,28
2015-01-13 12:29:36.000,15
2015-01-13 14:13:32.000,6
2015-01-13 15:39:05.000,82
2015-01-13 17:31:06.000,30
2015-01-14 12:42:34.000,21
2015-01-14 14:05:06.000,16
2015-01-14 15:20:01.000,13
2015-01-14 16:49:55.000,29
2015-01-15 11:21:57.000,25
2015-01-15 12:55:30.000,87
2015-01-15 14:27:00.000,14
2015-01-15 15:33:41.000,12
2015-01-15 17:02:45.000,10
2015-01-16 09:38:50.000,171
2015-01-16 11:24:55.000,15
2015-01-16 13:30:04.000,21
2015-01-16 15:11:04.000,11
2015-01-16 17:19:18.000,47
2015-01-19 10:16:52.000,19
2015-01-19 12:09:00.000,424
2015-01-19 13:35:51.000,10
2015-01-19 14:46:49.000,11
2015-01-19 16:21:51.000,20
2015-01-19 18:30:54.000,98
2015-01-20 10:52:15.000,54
2015-01-20 12:23:39.000,12
2015-01-20 13:59:13.000,35
2015-01-20 15:42:35.000,22
2015-01-20 17:32:21.000,81
2015-01-21 10:32:23.000,206
2015-01-21 12:18:30.000,54
2015-01-21 13:53:29.000,171
2015-01-21 15:57:00.000,16
2015-01-22 10:40:02.000,26
2015-01-22 13:08:11.000,97
2015-01-22 14:43:20.000,4
2015-01-22 16:08:45.000,4
2015-01-23 11:46:27.000,18
2015-01-23 13:19:04.000,232
2015-01-23 14:33:41.000,28
2015-01-23 17:30:01.000,24
2015-01-26 09:44:50.000,56
2015-01-26 11:58:51.000,8
2015-01-26 13:39:44.000,17
2015-01-26 15:09:00.000,12
2015-01-26 16:37:01.000,64
2015-01-26 18:00:32.000,10
2015-01-27 11:26:21.000,44
2015-01-27 13:18:45.000,17
2015-01-27 15:15:37.000,147
2015-01-27 17:28:53.000,11
2015-01-28 11:01:37.000,8
2015-01-28 12:49:49.000,46
2015-01-28 15:11:33.000,26
2015-01-28 17:12:11.000,74
2015-01-29 11:42:52.000,14
2015-01-29 13:06:43.000,41
2015-01-29 14:25:08.000,11
2015-01-30 09:44:50.000,107
2015-01-30 14:22:16.000,7
2015-01-30 15:49:06.000,21
2015-01-30 17:03:29.000,22
2015-02-02 10:44:23.000,227
2015-02-02 12:19:33.000,16
2015-02-02 13:35:17.000,18
2015-02-02 15:38:45.000,11
2015-02-02 16:41:45.000,31
2015-02-03 11:14:07.000,60
2015-02-03 12:35:34.000,20
2015-02-03 14:43:28.000,75
2015-02-03 16:47:55.000,22
2015-02-04 11:50:33.000,97
2015-02-04 14:44:15.000,18
2015-02-04 16:24:54.000,21
2015-02-04 18:38:24.000,18
2015-02-05 11:10:55.000,348
2015-02-05 12:44:34.000,12
2015-02-05 15:01:21.000,10
2015-02-05 17:19:13.000,17
2015-02-05 21:10:10.000,49
2015-02-06 10:35:59.000,26
2015-02-06 12:40:08.000,91
2015-02-06 15:13:24.000,36
2015-02-06 16:45:14.000,16
2015-02-08 16:43:50.000,17
2015-02-09 09:46:44.000,101
2015-02-09 11:42:50.000,15
2015-02-09 13:38:08.000,44
2015-02-09 15:26:21.000,102
2015-02-09 17:12:59.000,22
2015-02-10 10:38:04.000,153
2015-02-10 12:23:24.000,33
2015-02-10 14:09:03.000,22
2015-02-10 15:35:42.000,26
2015-02-11 10:03:22.000,18
2015-02-11 12:12:33.000,34
2015-02-11 13:45:14.000,82
2015-02-11 14:37:38.000,31
2015-02-11 16:24:09.000,13
2015-02-12 09:29:06.000,46
2015-02-12 13:11:41.000,28
2015-02-12 14:46:53.000,14
2015-02-12 16:05:29.000,15
2015-02-12 17:01:54.000,13
2015-02-13 08:30:17.000,106
2015-02-13 10:55:33.000,176
2015-02-13 13:31:52.000,71
2015-02-13 15:24:51.000,111
2015-02-13 17:01:56.000,5
2015-02-15 18:03:27.000,10
2015-02-16 10:20:23.000,23
2015-02-16 14:33:36.000,36
2015-02-16 16:12:32.000,8
2015-02-16 18:41:16.000,25
2015-02-17 13:02:28.000,85
2015-02-17 14:27:25.000,30
2015-02-17 16:58:09.000,13
2015-02-18 11:26:21.000,70
2015-02-18 13:09:06.000,37
2015-02-18 16:56:09.000,24
2015-02-19 11:30:45.000,172
2015-02-19 13:23:54.000,28
2015-02-19 15:47:47.000,22
2015-02-20 11:13:00.000,10
2015-02-20 12:55:44.000,210
2015-02-20 14:55:07.000,31
2015-02-20 16:18:13.000,47
2015-02-20 18:19:30.000,69
2015-02-24 12:44:34.000,115
2015-02-24 14:40:15.000,18
2015-02-25 12:09:04.000,104
2015-02-25 14:39:21.000,20
2015-02-26 12:26:17.000,202
2015-02-27 09:59:37.000,187
2015-02-27 12:10:12.000,19
2015-02-27 14:50:08.000,273
2015-02-27 17:54:59.000,123
2015-03-02 10:00:22.000,65
2015-03-02 12:43:21.000,118
2015-03-03 10:29:00.000,164
2015-03-03 14:58:42.000,21
2015-03-03 19:40:14.000,56
2015-03-04 12:29:18.000,28
2015-03-04 17:34:14.000,22
2015-03-05 12:52:46.000,30
2015-03-05 14:35:52.000,168
2015-03-06 13:56:11.000,91
2015-03-06 16:22:30.000,10
2015-03-06 16:55:27.000,23
2015-03-10 10:48:12.000,216
2015-03-10 13:29:47.000,93
2015-03-10 16:07:35.000,410
2015-03-10 17:44:35.000,76
2015-03-11 12:07:59.000,96
2015-03-11 13:40:02.000,112
2015-03-11 16:59:00.000,44
2015-03-11 18:45:17.000,14
2015-03-12 10:29:31.000,39
2015-03-12 12:10:15.000,21
2015-03-12 13:45:31.000,51
2015-03-12 15:55:35.000,19
2015-03-13 10:08:33.000,155
2015-03-13 13:10:46.000,20
2015-03-13 15:05:36.000,61
2015-03-13 16:29:32.000,16
2015-03-16 11:12:53.000,68
2015-03-16 13:26:12.000,14
2015-03-16 16:01:02.000,20
2015-03-16 20:03:46.000,75
2015-03-17 09:40:04.000,77
2015-03-17 12:08:57.000,29
2015-03-17 13:24:00.000,40
2015-03-17 14:22:34.000,61
2015-03-17 15:38:51.000,31
2015-03-17 18:39:39.000,15
2015-03-18 12:00:09.000,69
2015-03-18 13:29:11.000,15
2015-03-18 15:01:15.000,60
2015-03-18 17:47:00.000,51
2015-03-19 10:30:29.000,194
2015-03-19 12:30:11.000,33
2015-03-19 15:01:09.000,12
2015-03-20 10:34:36.000,297
2015-03-20 11:48:44.000,15
2015-03-20 12:57:08.000,117
2015-03-20 13:38:45.000,46
2015-03-23 10:25:35.000,145
2015-03-23 12:34:59.000,32
2015-03-23 13:25:37.000,47
2015-03-24 09:39:44.000,55
2015-03-24 13:34:49.000,31
2015-03-24 18:09:23.000,16
2015-03-25 12:43:27.000,17
2015-03-25 16:45:07.000,42
2015-03-26 11:47:17.000,26
2015-03-26 15:32:29.000,19
2015-03-27 10:09:14.000,535
2015-03-27 12:01:52.000,27
2015-03-27 13:31:21.000,24
2015-03-27 14:18:35.000,48
2015-03-30 11:16:34.000,242
2015-03-30 14:02:17.000,124
2015-03-30 16:26:38.000,18
2015-03-31 11:43:06.000,22
2015-03-31 12:47:51.000,20
2015-03-31 14:30:33.000,104
2015-03-31 16:28:00.000,45
2015-03-31 17:48:39.000,8
2015-04-01 10:36:38.000,101
2015-04-01 12:25:56.000,18
2015-04-01 13:28:30.000,62
2015-04-01 15:49:27.000,33
2015-04-01 17:18:39.000,566
2015-04-02 10:12:53.000,37
2015-04-02 12:23:06.000,31
2015-04-02 13:44:13.000,25
2015-04-02 15:31:06.000,28
2015-04-03 11:45:52.000,16
2015-04-03 14:04:17.000,66
2015-04-03 16:31:30.000,34
2015-04-06 12:05:03.000,9
2015-04-06 14:10:20.000,12
2015-04-06 20:30:24.000,23
2015-04-07 10:20:40.000,14
2015-04-07 12:10:04.000,17
2015-04-07 13:45:04.000,57
2015-04-07 16:15:06.000,25
2015-04-07 20:45:11.000,173
2015-04-08 09:43:01.000,186
2015-04-08 11:00:48.000,28
2015-04-08 13:50:06.000,9
2015-04-08 21:20:10.000,14
2015-04-09 10:45:01.000,70
2015-04-09 14:35:04.000,20
2015-04-09 16:16:50.000,48
2015-04-09 17:05:12.000,28
2015-04-09 21:18:00.000,29
2015-04-10 11:01:00.000,18
2015-04-10 14:10:18.000,13
2015-04-10 16:55:08.000,12
2015-04-13 09:30:07.000,20
2015-04-13 10:30:01.000,96
2015-04-13 14:45:10.000,11
2015-04-13 20:40:09.000,15
2015-04-14 12:15:21.000,11
2015-04-14 14:29:10.000,298
2015-04-14 20:45:12.000,43
2015-04-15 09:35:09.000,203
2015-04-15 11:05:14.000,14
2015-04-15 12:40:12.000,362
2015-04-15 14:50:10.000,24
2015-04-15 16:57:51.000,26
2015-04-15 21:20:13.000,43
2015-04-16 10:14:39.000,24
2015-04-16 14:30:38.000,45
2015-04-16 17:33:00.000,34
2015-04-16 21:20:10.000,21
2015-04-17 12:15:44.000,13
2015-04-17 15:09:50.000,72
2015-04-17 17:40:21.000,39
2015-04-20 09:45:06.000,212
2015-04-20 12:45:18.000,25
2015-04-20 12:55:08.000,21
2015-04-20 15:30:35.000,11
2015-04-20 20:30:08.000,17
2015-04-21 13:15:23.000,49
2015-04-21 15:12:27.000,137
2015-04-21 16:20:05.000,10
2015-04-21 20:20:15.000,15
2015-04-22 10:34:53.000,17
2015-04-22 12:00:56.000,60
2015-04-22 14:01:45.000,19
2015-04-22 16:11:14.000,7
2015-04-22 16:58:10.000,32
2015-04-22 19:28:27.000,26
2015-04-22 20:36:49.000,101
2015-04-23 11:15:15.000,14
2015-04-23 12:59:42.000,77
2015-04-23 15:01:33.000,6
2015-04-23 16:04:30.000,55
2015-04-23 21:20:08.000,15
2015-04-24 10:30:17.000,19
2015-04-24 11:30:28.000,3
